Year,Tm,Player,Age,G,Puntos,Rebotes,Asist,Robos,Bloqueos
2009,MIL,Francisco Elson,32,59,1697,201,592,84,6
2009,MIA,Chris Quinn,25,66,2383,249,145,38,16
2009,TOR,Shawn Marion,30,27,2243,306,531,31,28
2009,MIL,Dan Gadzuric,30,67,2338,296,531,198,20
2009,UTA,Brevin Knight,33,74,2283,279,550,145,28
2009,LAC,Chris Kaman,26,31,1452,185,461,166,5
2009,PHI,Elton Brand,29,29,2140,251,494,165,3
2009,CHI,Drew Gooden,27,31,1766,98,144,153,27
2009,DET,Amir Johnson,21,62,1915,174,409,120,16
2009,MIN,Brian Cardinal,31,64,1265,58,251,117,12
2009,GSW,Monta Ellis,23,25,1623,84,423,152,20
2009,TOR,Roko Ukic,24,72,2102,56,652,107,22
2009,BOS,Tony Allen,27,46,2148,245,531,86,20
2009,WAS,DeShawn Stevenson,27,32,1529,140,117,185,23
2009,DAL,James Singleton,27,62,2051,217,128,98,27
2009,GSW,Marco Belinelli,22,42,1210,96,383,137,12
2009,MEM,Greg Buckner,32,63,1113,244,304,40,26
2009,NOH,Devin Brown,30,63,1206,202,287,93,9
2009,PHI,Royal Ivey,27,71,1613,208,609,119,10
2009,HOU,Chuck Hayes,25,71,1988,312,182,147,21
2009,HOU,Brent Barry,37,56,1152,203,424,24,30
2009,ORL,Rafer Alston,32,29,1483,278,350,182,10
2009,MIA,Yakhouba Diawara,26,63,2264,54,405,20,29
2009,MIN,Kevin Ollie,36,50,1779,173,346,140,25
2009,LAC,Brian Skinner,32,51,1963,74,353,141,12
2009,NOH,Sean Marks,33,60,2297,257,596,138,5
2009,WAS,Juan Dixon,30,50,1577,258,493,86,1
2009,LAC,Mardy Collins,24,39,2225,222,290,164,8
2009,MIA,Jermaine O'Neal,30,27,1858,196,147,78,6
2009,DET,Will Bynum,26,57,1193,166,575,81,1
2009,ORL,Marcin Gortat,24,63,1051,294,412,101,8
2009,CHI,Larry Hughes,30,30,1839,305,691,86,9
2009,ORL,Keith Bogans,28,36,2239,176,510,200,11
2009,LAC,Ricky Davis,29,36,2156,117,216,160,13
2009,DEN,Renaldo Balkman,24,53,1261,169,627,56,14
2009,NYK,Tim Thomas,31,36,1279,164,645,162,8
2009,NOH,Julian Wright,21,54,2152,156,228,84,27
2009,LAC,DeAndre Jordan,20,53,1470,233,473,71,13
2009,LAL,Vladimir Radmanovic,28,46,1321,178,183,148,12
2009,LAC,Mike Taylor,23,51,1543,281,692,149,20
2009,POR,Channing Frye,25,63,1491,122,255,165,4
2009,CHI,Brad Miller,32,27,1281,125,583,29,11
2009,SAC,Mikki Moore,33,46,2103,162,358,102,7
2009,UTA,Ronnie Price,25,52,1144,211,384,96,1
2009,CHI,Thabo Sefolosha,24,43,1179,123,521,197,25
2009,NOH,Antonio Daniels,33,61,1542,118,232,77,6
2009,PHO,Goran Dragic,22,55,1036,57,334,67,9
2009,PHO,Jared Dudley,23,48,1801,232,690,123,1
2009,SAC,Donte Greene,20,55,1692,147,152,112,22
2009,IND,Travis Diener,26,55,1355,212,175,86,6
2009,OKC,Chris Wilcox,26,37,1517,243,597,164,18
2009,OKC,Thabo Sefolosha,24,23,1151,295,231,188,20
2009,MIL,Joe Alexander,22,59,1784,262,638,40,11
2009,CHI,Aaron Gray,24,56,2287,153,641,91,20
2009,SAC,Andres Nocioni,29,23,2142,276,326,21,30
2009,PHO,Raja Bell,32,22,1992,189,577,140,26
2009,MIA,Jamaal Magloire,30,55,2359,117,476,163,22
2009,DAL,Devean George,31,43,1387,192,503,97,2
2009,CLE,J.J. Hickson,20,62,2250,104,439,27,27
2009,LAL,Josh Powell,26,60,1818,99,419,69,29
2009,UTA,Matt Harpring,32,63,1209,309,507,53,18
2009,OKC,Joe Smith,33,36,2388,211,325,84,24
2009,MIA,Jamario Moon,28,26,1825,171,690,101,5
2009,GSW,Brandan Wright,21,39,1027,75,342,93,27
2009,NYK,Larry Hughes,30,25,1026,264,489,66,1
2009,IND,Stephen Graham,26,52,1775,102,386,55,30
2009,SAS,Fabricio Oberto,33,54,2260,287,545,142,1
2009,SAC,Bobby Brown,24,47,2071,125,119,174,29
2009,ATL,Solomon Jones,24,63,1464,161,590,197,16
2009,CHA,Vladimir Radmanovic,28,32,1876,59,105,117,25
2009,CHA,Adam Morrison,24,44,2024,247,414,74,19
2009,POR,Jerryd Bayless,20,53,1101,74,101,120,3
2009,MIN,Rashad McCants,24,34,1759,180,589,54,15
2009,OKC,Damien Wilkins,29,41,1364,218,100,35,21
2009,DET,Walter Herrmann,29,59,2254,254,469,108,25
2009,MIA,James Jones,28,40,1183,72,617,166,27
2009,PHO,Robin Lopez,20,60,2393,192,540,119,22
2009,HOU,Kyle Lowry,22,28,1226,236,239,24,21
2009,MEM,Marko Jaric,30,53,1858,238,233,48,8
2009,NJN,Chris Douglas-Roberts,22,44,1205,119,524,72,21
2009,CHA,DeSagana Diop,27,41,2340,305,643,185,15
2009,MIL,Malik Allen,30,49,2112,257,193,52,9
2009,PHI,Theo Ratliff,35,46,1539,165,132,83,23
2009,UTA,Kosta Koufos,19,48,1755,241,587,148,1
2009,ATL,Acie Law,24,55,1970,281,532,199,15
2009,TOR,Will Solomon,30,39,1430,251,172,55,23
2009,PHO,Boris Diaw,26,22,1601,225,165,117,10
2009,NOH,Morris Peterson,31,43,2106,81,402,96,9
2009,BOS,Brian Scalabrine,30,39,2139,275,365,29,11
2009,IND,Mike Dunleavy,28,18,2092,288,560,175,20
2009,CHA,Jason Richardson,28,14,2383,298,128,75,14
2009,MIL,Keith Bogans,28,29,1913,123,491,146,29
2009,CHA,Matt Carroll,28,34,2087,275,360,181,19
2009,SAC,Rashad McCants,24,24,1609,231,526,115,18
2009,BOS,Mikki Moore,33,24,1070,219,183,109,12
2009,DAL,DeSagana Diop,27,34,1532,116,295,63,25
2009,CHA,Juwan Howard,35,39,1687,247,131,31,26
2009,GSW,Rob Kurz,23,40,1253,200,439,87,12
2009,CLE,Darnell Jackson,23,51,1200,237,171,169,16
2009,CHA,Jared Dudley,23,20,1431,247,327,195,13
2009,MIN,Jason Collins,30,31,1191,210,521,124,21
2009,BOS,Stephon Marbury,31,23,1639,96,341,92,21
2009,NYK,Danilo Gallinari,20,28,2212,87,448,133,6
2009,CLE,Joe Smith,33,21,1365,214,323,55,1
2009,NYK,Jamal Crawford,28,11,2191,78,306,34,24
2009,MIL,Tyronn Lue,31,30,2059,275,219,44,25
2009,NYK,Zach Randolph,27,11,1919,174,225,71,13
2009,DAL,Gerald Green,23,38,2017,176,464,45,25
2009,NOH,Melvin Ely,30,31,1668,301,644,100,3
2009,BOS,Gabe Pruitt,22,47,2311,219,443,160,21
2009,NJN,Sean Williams,22,33,1743,137,524,158,8
2009,LAC,Cuttino Mobley,33,11,2293,112,486,65,3
2009,OKC,Robert Swift,23,26,1376,58,598,126,12
2009,OKC,Johan Petro,23,22,1108,300,274,27,17
2009,CHA,Shannon Brown,23,30,1649,298,433,132,22
2009,CHA,Nazr Mohammed,31,39,1811,147,403,22,15
2009,NYK,Chris Wilcox,26,25,2063,294,394,126,18
2009,HOU,Luther Head,26,22,1767,119,530,86,5
2009,LAC,Paul Davis,24,27,1133,258,125,131,7
2009,SAS,Drew Gooden,27,19,1404,294,449,104,22
2009,NJN,Eduardo Najera,32,27,2047,200,447,180,21
2009,LAC,Jason Hart,30,28,1077,215,471,33,7
2009,OKC,Malik Rose,34,20,1419,300,235,76,20
2009,MIN,Corey Brewer,22,15,1540,59,540,128,5
2009,WAS,Etan Thomas,30,26,1107,276,628,157,18
2009,SAC,Shelden Williams,25,30,2158,76,301,88,2
2009,CHA,Sean May,24,24,1140,269,467,199,21
2009,MEM,Darius Miles,27,34,1924,263,520,43,9
2009,OKC,Chucky Atkins,34,19,2179,246,379,62,11
2009,SAS,Jacque Vaughn,33,30,1361,220,399,27,20
2009,WAS,Antonio Daniels,33,13,1020,59,509,40,22
2009,PHO,Alando Tucker,24,30,1498,192,207,180,22
2009,IND,Josh McRoberts,21,33,1151,312,606,117,10
2009,CLE,Tarence Kinsey,24,50,1738,113,588,199,9
2009,WAS,Oleksiy Pecherov,23,32,1679,104,318,180,24
2009,ATL,Mario West,24,53,2061,229,526,122,14
2009,CHI,Lindsey Hunter,38,28,2221,79,688,172,7
2009,CHA,Cartier Martin,24,33,1857,151,243,107,17
2009,TOR,Kris Humphries,23,29,1373,159,458,155,8
2009,TOR,Pops Mensah-Bonsu,25,19,1513,295,196,79,22
2009,DAL,Ryan Hollins,24,27,1587,60,436,41,12
2009,MIN,Bobby Brown,24,21,1581,299,450,149,21
2009,UTA,Morris Almond,23,25,1201,138,637,68,10
2009,CHI,Tim Thomas,31,18,1961,134,140,57,15
2009,NYK,Anthony Roberson,25,23,1238,64,200,124,16
2009,TOR,Jake Voskuhl,31,38,1219,59,542,30,27
2009,WAS,Dee Brown,24,17,1026,91,456,198,3
2009,SAC,Quincy Douby,24,20,1503,312,211,166,3
2009,LAC,Tim Thomas,31,10,2226,220,389,145,1
2009,NOH,Ryan Bowen,33,21,1138,293,431,170,28
2009,DEN,Johan Petro,23,27,2369,253,107,148,28
2009,IND,Maceo Baston,33,27,1407,195,543,112,14
2009,BOS,Bill Walker,21,29,1337,214,169,189,19
2009,SAS,Anthony Tolliver,23,19,2383,166,276,138,17
2009,MIA,Mark Blount,33,20,1002,223,312,27,29
2009,MIN,Shelden Williams,25,15,1582,159,458,31,13
2009,UTA,Jarron Collins,30,26,1665,66,519,172,18
2009,PHI,Kareem Rush,28,25,1070,95,240,102,9
2009,OKC,Shaun Livingston,23,8,1291,240,279,194,27
2009,PHI,Donyell Marshall,35,25,1064,260,640,30,23
2009,CHA,Ryan Hollins,24,18,1601,255,243,75,8
2009,CHA,Alexis Ajinca,20,31,1137,66,566,29,27
2009,LAL,Didier Ilunga-Mbenga,28,23,1577,310,550,143,10
2009,CHA,Sean Singletary,23,24,2384,179,105,50,5
2009,LAC,Alex Acker,26,18,1354,103,261,199,4
2009,MIA,Luther Head,26,10,1492,176,568,95,2
2009,WAS,Brendan Haywood,29,6,2069,186,566,73,19
2009,GSW,DeMarcus Nelson,23,13,1794,291,589,103,28
2009,DAL,Shawne Williams,22,15,1185,291,423,162,10
2009,SAC,Will Solomon,30,14,1114,232,543,61,24
2009,MIA,Marcus Banks,27,16,1241,284,200,100,19
2009,GSW,Al Harrington,28,5,2311,233,592,31,5
2009,DAL,Jerry Stackhouse,34,10,2163,282,269,24,10
2009,NYK,Malik Rose,34,18,1067,62,373,142,1
2009,UTA,Kyrylo Fesenko,22,21,2182,310,614,75,8
2009,SAS,Malik Hairston,21,15,1378,249,698,181,21
2009,TOR,Patrick O'Bryant,22,13,1749,155,298,86,25
2009,ORL,Brian Cook,28,21,1040,184,468,40,8
2009,SAC,Ike Diogu,25,10,2005,192,527,187,18
2009,DAL,Matt Carroll,28,21,2263,111,678,135,27
2009,LAL,Shannon Brown,23,18,2084,137,463,65,17
2009,OKC,D.J. White,22,7,2197,278,571,184,12
2009,ORL,Tyronn Lue,31,14,2241,294,561,132,4
2009,CLE,Lorenzen Wright,33,17,1860,169,253,167,17
2009,DEN,Allen Iverson,33,3,1019,263,582,118,14
2009,PHO,Sean Singletary,23,13,1550,179,269,86,7
2009,PHO,Stromile Swift,29,13,1822,224,197,141,14
2009,MEM,Hamed Haddadi,23,19,1683,126,399,117,29
2009,MIN,Mark Madsen,33,19,2374,232,270,186,9
2009,DEN,Chucky Atkins,34,14,2381,125,525,96,12
2009,GSW,Jermareo Davidson,24,14,1383,124,487,192,6
2009,BOS,Patrick O'Bryant,22,26,2094,168,470,132,4
2009,MIL,Damon Jones,32,18,1775,146,103,35,3
2009,LAL,Chris Mihm,29,18,2363,117,670,200,21
2009,ATL,Thomas Gardner,23,16,2340,152,688,142,22
2009,NJN,Maurice Ager,24,20,2040,300,693,197,12
2009,HOU,Dikembe Mutombo,42,9,2257,230,214,115,25
2009,ORL,Jeremy Richardson,24,12,1608,259,436,196,25
2009,ATL,Othello Hunter,22,16,1259,145,358,26,24
2009,ATL,Randolph Morris,23,23,1070,121,253,162,22
2009,CHA,Dontell Jefferson,25,6,1821,116,207,165,17
2009,MIL,Austin Croshere,33,11,2222,196,198,141,4
2009,NYK,Mardy Collins,24,9,1180,271,578,32,25
2009,NOH,Mike James,33,8,2208,189,233,190,7
2009,POR,Ike Diogu,25,19,1758,149,132,118,6
2009,MIA,Dorell Wright,23,6,1353,232,174,183,18
2009,TOR,Quincy Douby,24,7,1354,118,628,190,28
2009,DET,Chauncey Billups,32,2,1882,269,558,123,19
2009,NJN,Stromile Swift,29,6,2272,258,577,52,15
2009,WAS,Gilbert Arenas,27,2,1987,205,383,48,4
2009,SAC,Kenny Thomas,31,8,2102,98,665,195,15
2009,CHI,Cedric Simmons,23,11,1796,146,369,98,22
2009,ORL,Adonal Foyle,33,9,1236,187,602,33,3
2009,DEN,Sonny Weems,22,12,2266,111,258,46,6
2009,SAC,Calvin Booth,32,7,2353,228,531,47,12
2009,SAS,Desmon Farmer,27,3,1698,86,287,128,18
2009,GSW,Marcus Williams,23,9,1237,214,532,118,17
2009,CHA,Dwayne Jones,25,6,1227,308,359,75,21
2009,TOR,Hassan Adams,24,12,1603,88,530,130,25
2009,LAC,Cheikh Samb,24,10,1475,257,162,180,9
2009,LAL,Adam Morrison,24,8,1615,201,699,72,13
2009,MEM,Javaris Crittenton,21,7,2080,261,362,88,13
2009,MIL,Eddie Gill,30,6,1194,264,648,169,19
2009,CHI,Linton Johnson,28,8,1423,152,355,114,18
2009,MIA,Shaun Livingston,23,4,1422,91,103,199,26
2009,CHA,Andre Brown,27,4,1353,304,522,49,10
2009,TOR,Marcus Banks,27,6,1843,246,675,191,21
2009,POR,Shavlik Randolph,25,10,1966,85,660,44,9
2009,DEN,Jason Hart,30,11,2319,199,233,123,2
2009,POR,Michael Ruffin,32,11,1614,238,608,86,13
2009,LAL,Sun Yue,23,10,1321,203,123,167,12
2009,PHO,Dee Brown,24,2,1357,273,434,66,27
2009,SAC,Drew Gooden,27,1,1784,58,633,137,5
2009,HOU,Brian Cook,28,9,1607,102,289,181,8
2009,DEN,Cheikh Samb,24,6,2270,93,338,138,19
2009,SAS,Austin Croshere,33,3,1480,106,397,23,21
2009,CHI,Anthony Roberson,25,6,2280,252,360,105,9
2009,NYK,Joe Crawford,22,2,1494,291,624,80,3
2009,OKC,Mouhamed Sene,22,5,1280,149,317,174,28
2009,SAC,Cedric Simmons,23,7,1578,215,131,26,19
2009,DEN,Juwan Howard,35,3,1964,238,219,78,7
2009,CLE,Jawad Williams,25,10,2074,270,125,69,25
2009,SAS,Pops Mensah-Bonsu,25,3,1278,64,210,110,16
2009,DET,Walter Sharpe,22,8,1892,274,138,54,14
2009,DET,Alex Acker,26,7,2384,99,342,34,1
2009,SAS,Blake Ahearn,24,3,2242,152,156,136,14
2009,TOR,Nathan Jawai,22,6,1493,130,698,196,1
2009,ATL,Speedy Claxton,30,2,1449,298,434,135,17
2009,CLE,Trey Johnson,24,4,1462,160,295,83,5
2009,CHA,Linton Johnson,28,2,1455,158,460,134,10
2009,NYK,Eddy Curry,26,3,1423,306,123,125,7
2009,HOU,James White,26,4,1369,74,537,125,14
2009,NYK,Courtney Sims,25,1,1093,135,354,49,13
2009,NYK,Jerome James,33,2,1666,155,589,188,6
2009,NYK,Demetris Nichols,24,2,2051,224,317,138,22
2009,BOS,J.R. Giddens,23,6,2182,92,357,171,22
2009,NYK,Cheikh Samb,24,2,1426,134,202,121,4
2009,HOU,Joey Dorsey,25,3,2309,168,512,170,18
2009,NYK,Mouhamed Sene,22,1,1833,228,625,85,29
2009,POR,Martell Webster,22,1,2130,151,105,122,4
2009,CHI,Demetris Nichols,24,2,1024,224,127,32,15
2009,SAS,Marcus Williams,22,2,2377,125,287,97,8
2009,MEM,Adonal Foyle,33,1,1143,87,464,114,17
2009,PHO,Courtney Sims,25,1,1720,264,668,86,15
2009,OKC,Steven Hill,23,1,1939,188,487,192,16
2009,MIN,Calvin Booth,32,1,2022,215,468,99,11
2010,OKC,Kevin Durant,21,82,2337,198,477,120,8
2010,PHI,Andre Iguodala,26,82,1296,214,106,115,23
2010,MEM,Rudy Gay,23,80,1003,288,408,44,28
2010,CHA,Gerald Wallace,27,76,2387,245,587,119,15
2010,MEM,O.J. Mayo,22,82,1066,274,667,56,4
2010,MEM,Zach Randolph,28,81,1198,230,131,55,5
2010,OKC,Jeff Green,23,82,2199,230,145,84,27
2010,DAL,Dirk Nowitzki,31,81,1240,267,317,55,3
2010,NJN,Brook Lopez,21,82,1065,274,623,99,16
2010,NYK,David Lee,26,81,1587,305,353,128,28
2010,CLE,LeBron James,25,76,1406,258,336,119,26
2010,BOS,Rajon Rondo,23,81,1113,105,420,71,9
2010,NOH,David West,29,81,1014,67,680,154,5
2010,POR,LaMarcus Aldridge,24,78,2240,268,441,110,1
2010,HOU,Aaron Brooks,25,82,1534,300,563,154,23
2010,CHA,Boris Diaw,27,82,1281,258,633,181,27
2010,GSW,Stephen Curry,21,80,1613,103,133,187,2
2010,ATL,Joe Johnson,28,76,1817,59,568,143,22
2010,DAL,Jason Kidd,36,80,1440,307,540,49,18
2010,CHI,Derrick Rose,21,78,1173,283,289,42,27
2010,ATL,Josh Smith,24,81,2397,111,523,20,21
2010,ATL,Al Horford,23,81,1368,162,447,141,18
2010,ORL,Dwight Howard,24,82,2364,258,619,140,16
2010,PHO,Amar'e Stoudemire,27,82,1753,75,316,20,5
2010,LAL,Kobe Bryant,31,73,2108,218,621,52,22
2010,CHA,Stephen Jackson,31,72,1993,125,226,178,13
2010,BOS,Ray Allen,34,80,1868,185,613,135,17
2010,OKC,Russell Westbrook,21,82,2312,244,518,160,17
2010,UTA,Deron Williams,25,76,2222,116,245,104,16
2010,TOR,Andrea Bargnani,24,80,1444,308,306,144,12
2010,MIA,Dwyane Wade,28,77,1893,175,118,163,18
2010,DEN,Nene Hilario,27,82,2349,140,277,155,27
2010,NYK,Danilo Gallinari,21,81,1563,278,359,180,17
2010,LAC,Rasual Butler,30,82,1664,146,447,136,28
2010,SAC,Tyreke Evans,20,72,2005,75,412,36,5
2010,UTA,Carlos Boozer,28,78,2205,211,675,80,16
2010,MIL,Brandon Jennings,20,82,1216,250,208,151,8
2010,HOU,Luis Scola,29,82,1988,271,212,67,1
2010,PHO,Steve Nash,35,81,1394,110,625,125,18
2010,CHI,Luol Deng,24,70,2091,248,313,150,22
2010,GSW,Monta Ellis,24,64,2143,221,620,190,2
2010,CHA,Raymond Felton,25,80,1399,142,284,165,7
2010,DEN,Carmelo Anthony,25,69,1991,251,100,78,13
2010,HOU,Trevor Ariza,24,72,2024,283,473,21,23
2010,LAC,Chris Kaman,27,76,1813,154,175,66,28
2010,LAL,Metta World Peace,30,77,2289,284,333,136,8
2010,LAL,Lamar Odom,30,82,1271,305,554,101,14
2010,MEM,Mike Conley,22,80,1683,160,555,108,28
2010,DAL,Jason Terry,32,77,1325,257,264,40,11
2010,TOR,Chris Bosh,25,70,2189,96,423,86,24
2010,LAC,Baron Davis,30,75,2281,65,248,195,8
2010,SAS,Richard Jefferson,29,81,1917,215,288,146,24
2010,POR,Andre Miller,33,82,2281,313,659,154,6
2010,DET,Rodney Stuckey,23,73,1990,203,546,166,2
2010,IND,Brandon Rush,24,82,2367,224,267,200,22
2010,DEN,Chauncey Billups,33,73,2217,296,505,86,3
2010,PHO,Jason Richardson,29,79,1928,271,549,85,2
2010,MIN,Corey Brewer,23,82,1533,295,589,34,15
2010,CHI,Kirk Hinrich,29,74,1202,93,456,169,12
2010,SAC,Beno Udrih,27,79,1454,161,204,189,13
2010,MEM,Marc Gasol,25,69,2309,81,466,83,27
2010,ATL,Marvin Williams,23,81,2159,50,190,197,18
2010,MIN,Al Jefferson,25,76,1002,192,557,93,23
2010,ATL,Jamal Crawford,29,79,1653,279,372,195,27
2010,SAS,Tim Duncan,33,78,1576,260,384,191,10
2010,PHO,Grant Hill,37,81,2257,152,169,30,27
2010,POR,Brandon Roy,25,65,1913,276,161,132,2
2010,BOS,Paul Pierce,32,71,2072,168,565,121,15
2010,LAL,Pau Gasol,29,65,1434,148,174,23,10
2010,DAL,Shawn Marion,31,75,2230,305,651,38,26
2010,NJN,Courtney Lee,24,71,2039,52,114,193,12
2010,NOH,Emeka Okafor,27,82,1817,293,121,172,11
2010,ORL,Rashard Lewis,30,72,1361,122,186,121,13
2010,CLE,Mo Williams,27,69,2336,266,609,142,14
2010,SAC,Jason Thompson,23,75,1653,189,553,91,24
2010,OKC,Thabo Sefolosha,25,82,2367,279,540,51,16
2010,IND,Troy Murphy,29,72,2369,235,286,77,10
2010,MIN,Jonny Flynn,20,81,1245,89,616,30,16
2010,MIA,Michael Beasley,21,78,2010,161,545,122,22
2010,IND,Earl Watson,30,79,1322,130,496,24,21
2010,NYK,Wilson Chandler,22,65,1475,79,496,188,9
2010,ORL,Vince Carter,33,75,1691,82,645,77,1
2010,PHI,Elton Brand,30,76,1174,193,278,193,12
2010,CLE,Anthony Parker,34,81,1426,220,198,178,2
2010,MIL,Carlos Delfino,27,75,1815,309,697,159,24
2010,IND,Danny Granger,26,62,1302,160,599,121,8
2010,UTA,Paul Millsap,24,82,1709,174,505,159,7
2010,SAS,George Hill,23,78,1849,219,503,109,4
2010,TOR,Hedo Turkoglu,30,74,1443,233,364,177,15
2010,WAS,Andray Blatche,23,81,1263,133,475,83,14
2010,TOR,Jarrett Jack,26,82,1886,66,236,29,23
2010,DET,Jonas Jerebko,22,80,2084,195,364,198,17
2010,MIL,Andrew Bogut,25,69,2051,63,349,146,15
2010,LAC,Eric Gordon,21,62,1657,164,337,155,3
2010,LAL,Derek Fisher,35,82,1865,182,379,102,13
2010,DEN,Arron Afflalo,24,82,2146,100,153,181,12
2010,NJN,Devin Harris,26,64,1082,62,211,96,2
2010,MIN,Ryan Gomes,27,76,2124,176,235,68,4
2010,CHI,Taj Gibson,24,82,1855,202,675,58,3
2010,ATL,Mike Bibby,31,80,1116,179,159,25,7
2010,NYK,Al Harrington,29,72,1521,162,656,41,1
2010,PHO,Channing Frye,26,81,1436,203,152,176,20
2010,MIA,Udonis Haslem,29,78,1089,86,355,38,18
2010,HOU,Shane Battier,31,67,1358,225,301,35,3
2010,CLE,Anderson Varejao,27,76,1824,108,538,98,27
2010,BOS,Kendrick Perkins,25,78,1329,265,177,154,25
2010,SAS,Manu Ginobili,32,75,1515,285,306,119,3
2010,UTA,Mehmet Okur,30,73,1843,286,296,160,27
2010,PHI,Thaddeus Young,21,67,2098,202,617,120,20
2010,PHI,Samuel Dalembert,28,82,1504,81,414,126,26
2010,NOH,Darren Collison,22,76,2031,71,637,138,1
2010,ORL,Matt Barnes,29,81,1257,204,688,161,12
2010,MIA,Quentin Richardson,29,76,1254,106,196,53,1
2010,DEN,J.R. Smith,24,75,2169,269,463,155,9
2010,GSW,Corey Maggette,30,70,1172,248,564,121,6
2010,NYK,Chris Duhon,27,67,2284,123,623,170,19
2010,BOS,Kevin Garnett,33,69,1709,163,307,173,10
2010,IND,Roy Hibbert,23,81,1356,90,317,58,15
2010,UTA,Wesley Matthews,23,82,2276,274,411,93,19
2010,GSW,Anthony Morrow,24,69,1316,218,155,121,23
2010,POR,Martell Webster,23,82,1481,120,541,172,16
2010,PHO,Jared Dudley,24,82,2309,204,489,46,7
2010,MIA,Jermaine O'Neal,31,70,1900,272,375,151,4
2010,DEN,Kenyon Martin,32,58,2334,194,268,113,10
2010,LAL,Andrew Bynum,22,65,2068,129,618,181,7
2010,DET,Ben Wallace,35,69,1462,83,134,54,17
2010,CHI,Brad Miller,33,82,1228,162,594,72,30
2010,NOH,Peja Stojakovic,32,62,1459,111,342,200,26
2010,SAC,Omri Casspi,21,77,1970,202,592,105,19
2010,CHI,Joakim Noah,24,64,2150,84,445,56,16
2010,PHI,Louis Williams,23,64,2115,90,425,48,7
2010,SAC,Spencer Hawes,21,72,1713,311,468,143,3
2010,MIL,Ersan Ilyasova,22,81,1159,159,431,137,25
2010,IND,Dahntay Jones,29,76,1914,156,651,22,20
2010,NOH,Marcus Thornton,22,73,2063,97,626,69,28
2010,MIL,Luc Mbah a Moute,23,73,1625,152,161,187,4
2010,ORL,Jameer Nelson,27,65,1555,210,359,166,30
2010,WAS,Caron Butler,29,47,1705,253,517,70,10
2010,DET,Charlie Villanueva,25,78,2282,136,251,60,20
2010,TOR,Jose Calderon,28,68,1681,281,280,72,27
2010,ORL,J.J. Redick,25,82,1918,84,460,186,16
2010,MIA,Mario Chalmers,23,73,2297,312,332,159,17
2010,WAS,Mike Miller,29,54,1171,106,609,84,24
2010,GSW,C.J. Watson,25,65,2351,172,691,101,16
2010,BOS,Rasheed Wallace,35,79,2318,243,116,170,7
2010,HOU,Chuck Hayes,26,82,1313,163,157,48,20
2010,PHI,Jrue Holiday,19,73,1142,195,451,89,29
2010,NJN,Terrence Williams,22,78,1027,167,429,168,8
2010,MIL,Luke Ridnour,28,82,2118,263,316,136,7
2010,OKC,Nenad Krstic,26,76,2297,86,359,108,14
2010,OKC,James Harden,20,76,2118,152,351,196,12
2010,MIN,Ramon Sessions,23,82,2254,161,156,152,12
2010,NOH,James Posey,33,77,1296,167,413,198,2
2010,NJN,Chris Douglas-Roberts,23,67,1466,279,189,95,25
2010,DET,Ben Gordon,26,62,1990,134,188,146,13
2010,SAS,Tony Parker,27,56,1132,287,372,184,24
2010,MIN,Kevin Love,21,60,1457,225,503,24,20
2010,NOH,Chris Paul,24,45,1979,296,571,71,11
2010,ORL,Jason Williams,34,82,1247,63,353,136,5
2010,LAL,Shannon Brown,24,82,1744,58,382,81,7
2010,DEN,Chris Andersen,31,76,1342,226,563,60,22
2010,CHI,John Salmons,30,51,1891,113,138,91,5
2010,CLE,J.J. Hickson,21,81,1755,281,685,195,10
2010,ORL,Mickael Pietrus,27,75,1083,291,360,129,3
2010,UTA,Andrei Kirilenko,28,58,1023,213,524,137,15
2010,DET,Will Bynum,27,63,1747,240,317,120,13
2010,WAS,Randy Foye,26,70,1193,206,327,80,9
2010,TOR,DeMar DeRozan,20,77,1332,229,627,50,13
2010,DET,Tayshaun Prince,29,49,2118,72,258,187,6
2010,UTA,Ronnie Brewer,24,53,1424,226,472,130,24
2010,NJN,Yi Jianlian,22,52,1395,252,118,119,13
2010,HOU,Kyle Lowry,23,68,2044,193,380,111,30
2010,POR,Juwan Howard,36,73,1571,291,225,197,14
2010,SAC,Donte Greene,21,76,1078,79,532,118,30
2010,SAS,Antonio McDyess,35,77,2066,177,441,70,9
2010,WAS,Brendan Haywood,30,49,2016,74,570,72,26
2010,MIL,Charlie Bell,30,71,1913,200,532,98,3
2010,LAC,Marcus Camby,35,51,1833,221,162,172,28
2010,WAS,Antawn Jamison,33,41,2164,98,425,36,7
2010,MIA,Carlos Arroyo,30,72,1135,51,662,74,17
2010,MIN,Damien Wilkins,30,80,2243,180,208,148,7
2010,SAS,Keith Bogans,29,79,1120,90,585,47,9
2010,OKC,Nick Collison,29,75,1280,56,364,134,20
2010,PHI,Willie Green,28,73,2151,87,564,64,12
2010,DET,Richard Hamilton,31,46,1044,112,482,57,18
2010,DET,Jason Maxiell,26,76,1109,159,145,149,16
2010,DAL,Jose Barea,25,78,1682,278,261,185,14
2010,SAS,Roger Mason,29,79,1405,60,377,185,27
2010,CLE,Delonte West,26,60,1876,52,627,83,12
2010,UTA,C.J. Miles,22,63,1493,216,275,129,24
2010,MIA,Dorell Wright,24,72,1571,124,697,28,15
2010,SAS,DeJuan Blair,20,82,1570,226,625,118,4
2010,HOU,Chase Budinger,21,74,1807,227,320,191,9
2010,IND,Mike Dunleavy,29,67,1140,147,524,175,21
